x,y,z
-0.13616,-0.42508,-0.00242
-0.13551,-0.43075,-0.00088
-0.13623,-0.42963,-0.00261
-0.14654,-0.43047,-0.00572
-0.14331,-0.42707,-0.00532
-0.14667,-0.42676,-0.00598
-0.13879,-0.43505,-0.00181
-0.13340,-0.43617,-0.00291
-0.14053,-0.43820,-0.00592
-0.13429,-0.43591,-0.00515
-0.13500,-0.43477,-0.00691
-0.13876,-0.42792,-0.00876
-0.13948,-0.42676,-0.01048
-0.14480,-0.42475,-0.00873
-0.14177,-0.42221,-0.00877
-0.14576,-0.42442,-0.01092
-0.12613,-0.42508,-0.00826
-0.13664,-0.42506,-0.01096
-0.12676,-0.42395,-0.01000
-0.13622,-0.43163,-0.00994
-0.14168,-0.43876,-0.00864
-0.14242,-0.43760,-0.01040
-0.13551,-0.43278,-0.00819
-0.14317,-0.43643,-0.01215
-0.12534,-0.43734,-0.01412
-0.14519,-0.42373,-0.01684
-0.14181,-0.42408,-0.01612
-0.14591,-0.42252,-0.01854
-0.13600,-0.42442,-0.01680
-0.13648,-0.42240,-0.01801
-0.13214,-0.42931,-0.01656
-0.13280,-0.42813,-0.01832
-0.12681,-0.42761,-0.01828
-0.14375,-0.42792,-0.02085
-0.12743,-0.42644,-0.02004
-0.12529,-0.42358,-0.02203
-0.12822,-0.42611,-0.02230
-0.13345,-0.42695,-0.02006
-0.13885,-0.43898,-0.01657
-0.12597,-0.43620,-0.01591
-0.12723,-0.43387,-0.01949
-0.14600,-0.42882,-0.02634
-0.14258,-0.42549,-0.02582
-0.12588,-0.42240,-0.02378
-0.13559,-0.42420,-0.02579
-0.12998,-0.42624,-0.02734
-0.12937,-0.42745,-0.02558
-0.14672,-0.42758,-0.02806
-0.14327,-0.42425,-0.02754
-0.13624,-0.42298,-0.02752
-0.12531,-0.42420,-0.03119
-0.12523,-0.42792,-0.03098
-0.16066,-0.49379,-0.00138
-0.15644,-0.48792,-0.00720
-0.14212,-0.48178,-0.00288
-0.14353,-0.49349,-0.00616
-0.15151,-0.49282,-0.01708
-0.15122,-0.49665,-0.01645
-0.15656,-0.49855,-0.02102
-0.14478,-0.42633,-0.03133
-0.14547,-0.42508,-0.03306
-0.14616,-0.42381,-0.03477
-0.13850,-0.42467,-0.03359
-0.12870,-0.42382,-0.03213
-0.12930,-0.42259,-0.03388
-0.12639,-0.42549,-0.03452
-0.13954,-0.42508,-0.03637
-0.12697,-0.42425,-0.03628
-0.13060,-0.42467,-0.03774
-0.13327,-0.42925,-0.03678
-0.12581,-0.43502,-0.03280
-0.13203,-0.43173,-0.03323
-0.12604,-0.44045,-0.03355
-0.14449,-0.43169,-0.03873
-0.13601,-0.43383,-0.03571
-0.14518,-0.43041,-0.04048
-0.14586,-0.42912,-0.04222
-0.14571,-0.42454,-0.04183
-0.12840,-0.42716,-0.04070
-0.14638,-0.42324,-0.04355
-0.13274,-0.42254,-0.04406
-0.13890,-0.44256,-0.04375
-0.14438,-0.42519,-0.04935
-0.13922,-0.43141,-0.05382
-0.14502,-0.42386,-0.05108
-0.14588,-0.42334,-0.05336
-0.12604,-0.43076,-0.05355
-0.14021,-0.43996,-0.04737
-0.14086,-0.43865,-0.04918
-0.14151,-0.43734,-0.05097
-0.28891,-0.40264,-0.06262
-0.28386,-0.40296,-0.06325
-0.27921,-0.40715,-0.06388
-0.26880,-0.40311,-0.06380
-0.27198,-0.40500,-0.06797
-0.27306,-0.40327,-0.06936
-0.26849,-0.40428,-0.07028
-0.26743,-0.40599,-0.06886
-0.26637,-0.40770,-0.06745
-0.27924,-0.40510,-0.07072
-0.28076,-0.40405,-0.07267
-0.27331,-0.40898,-0.07674
-0.29004,-0.40088,-0.06396
-0.28497,-0.40122,-0.06461
-0.28055,-0.40225,-0.06554
-0.28339,-0.39524,-0.06265
-0.27514,-0.40185,-0.06546
-0.28274,-0.39876,-0.06827
-0.28165,-0.40051,-0.06691
-0.28185,-0.40229,-0.07405
-0.27455,-0.40225,-0.07132
-0.27605,-0.40122,-0.07327
-0.26604,-0.40185,-0.07395
-0.27711,-0.39947,-0.07465
-0.26894,-0.39981,-0.07791
-0.26790,-0.40154,-0.07650
-0.25483,-0.40141,-0.06538
-0.24408,-0.39959,-0.06384
-0.25705,-0.40191,-0.06849
-0.25807,-0.40023,-0.06991
-0.25177,-0.40141,-0.06808
-0.24699,-0.40161,-0.06811
-0.25278,-0.39974,-0.06951
-0.23910,-0.39900,-0.06315
-0.24007,-0.39739,-0.06459
-0.24103,-0.39577,-0.06603
-0.22177,-0.40007,-0.06618
-0.23280,-0.40208,-0.06784
-0.22273,-0.39974,-0.07704
-0.26530,-0.40939,-0.06602
-0.25983,-0.40504,-0.06547
-0.25380,-0.40306,-0.06395
-0.24897,-0.40325,-0.06408
-0.24796,-0.40488,-0.06264
-0.25076,-0.40306,-0.06664
-0.26997,-0.39806,-0.07931
-0.12635,-0.36665,-0.09037
-0.12677,-0.36519,-0.09191
-0.20085,-0.40782,-0.06319
-0.20355,-0.41087,-0.06818
-0.20441,-0.40934,-0.06975
-0.18837,-0.40395,-0.06419
-0.18758,-0.40542,-0.06262
-0.18916,-0.40247,-0.06577
-0.18460,-0.40542,-0.06457
-0.21038,-0.40023,-0.06333
-0.21646,-0.40014,-0.06639
-0.21190,-0.40020,-0.06599
-0.21277,-0.39865,-0.06750
-0.19559,-0.39874,-0.06850
-0.24504,-0.39524,-0.09648
-0.25043,-0.40122,-0.09543
-0.24395,-0.40012,-0.09474
-0.25137,-0.39947,-0.09690
-0.24487,-0.39839,-0.09621
-0.24263,-0.40051,-0.10058
-0.24354,-0.39876,-0.10207
-0.13231,-0.43117,-0.06327
-0.12906,-0.42955,-0.06349
-0.12960,-0.42819,-0.06528
-0.14449,-0.42970,-0.06890
-0.13778,-0.43029,-0.06945
-0.13344,-0.42845,-0.06684
-0.14262,-0.43386,-0.06357
-0.14325,-0.43248,-0.06535
-0.13602,-0.43442,-0.06407
-0.13661,-0.43305,-0.06587
-0.14199,-0.43131,-0.07146
-0.14570,-0.43070,-0.07237
-0.14632,-0.42928,-0.07414
-0.13563,-0.43051,-0.07382
-0.14439,-0.42563,-0.07854
-0.14777,-0.42340,-0.07826
-0.14519,-0.42498,-0.08088
-0.13368,-0.43150,-0.07872
-0.12670,-0.42830,-0.07915
-0.12737,-0.42769,-0.08153
-0.12787,-0.42627,-0.08332
-0.13512,-0.43024,-0.08347
-0.14117,-0.43709,-0.07987
-0.13709,-0.43310,-0.07848
-0.13766,-0.43167,-0.08028
-0.14177,-0.43565,-0.08168
-0.14290,-0.43075,-0.09691
-0.14606,-0.42229,-0.09473
-0.13120,-0.43060,-0.09522
-0.14347,-0.42924,-0.09870
-0.14346,-0.42539,-0.09867
-0.14402,-0.42388,-0.10044
-0.14799,-0.42235,-0.10065
-0.13836,-0.43296,-0.09416
-0.14233,-0.43225,-0.09512
-0.14477,-0.42312,-0.10281
-0.05527,-0.31163,-0.00308
-0.05525,-0.31424,-0.00289
-0.05774,-0.30544,-0.00415
-0.05282,-0.31881,-0.00046
-0.06093,-0.31907,-0.01366
-0.06327,-0.30879,-0.01169
-0.06076,-0.31324,-0.01145
-0.05597,-0.34094,-0.01535
-0.05588,-0.34198,-0.01386
-0.05585,-0.33152,-0.01310
-0.06988,-0.30839,-0.02521
-0.07004,-0.30729,-0.02654
-0.07019,-0.30618,-0.02787
-0.05859,-0.34071,-0.01681
-0.05607,-0.33990,-0.01683
-0.05869,-0.33966,-0.01829
-0.05880,-0.33860,-0.01976
-0.05891,-0.33754,-0.02123
-0.05902,-0.33647,-0.02270
-0.05872,-0.32734,-0.01823
-0.06191,-0.33860,-0.02589
-0.06481,-0.33721,-0.02876
-0.06490,-0.33530,-0.02962
-0.06484,-0.34072,-0.02908
-0.08133,-0.26962,-0.01432
-0.06480,-0.27817,-0.00140
-0.06492,-0.27718,-0.00261
-0.06492,-0.28227,-0.00270
-0.07508,-0.27111,-0.00685
-0.06612,-0.26875,-0.01392
-0.05863,-0.27309,-0.01552
-0.06000,-0.29787,-0.00196
-0.06466,-0.28680,-0.00023
-0.06307,-0.30300,-0.00938
-0.08279,-0.28703,-0.02323
-0.07835,-0.30018,-0.02956
-0.08157,-0.27366,-0.01580
-0.07926,-0.28212,-0.01763
-0.08278,-0.28443,-0.02315
-0.08602,-0.27849,-0.02576
-0.08624,-0.27737,-0.02696
-0.06181,-0.28029,-0.02333
-0.07733,-0.26932,-0.02214
-0.05129,-0.27820,-0.01744
-0.07007,-0.28109,-0.02633
-0.04639,-0.27480,-0.02838
-0.08944,-0.30517,-0.04519
-0.07644,-0.30816,-0.03482
-0.07140,-0.33709,-0.03888
-0.07094,-0.32888,-0.03478
-0.07111,-0.32774,-0.03620
-0.07127,-0.32659,-0.03762
-0.07449,-0.33985,-0.04271
-0.07766,-0.34298,-0.04435
-0.07468,-0.33867,-0.04418
-0.07487,-0.33748,-0.04564
-0.08518,-0.32926,-0.05593
-0.09220,-0.32848,-0.06091
-0.08882,-0.33177,-0.05969
-0.07985,-0.34137,-0.06036
-0.09060,-0.31530,-0.05178
-0.07941,-0.30591,-0.05667
-0.08297,-0.30632,-0.06121
-0.09479,-0.32348,-0.05805
-0.09506,-0.32221,-0.05943
-0.09532,-0.32093,-0.06081
-0.09558,-0.31964,-0.06218
-0.06136,-0.31476,-0.05435
-0.06978,-0.30638,-0.04967
-0.05538,-0.31071,-0.04958
-0.05273,-0.31522,-0.05409
-0.05852,-0.31551,-0.05564
-0.07699,-0.31377,-0.06225
-0.08968,-0.30396,-0.04650
-0.10059,-0.27195,-0.03815
-0.09765,-0.27575,-0.03824
-0.07964,-0.28426,-0.03821
-0.09449,-0.28434,-0.04070
-0.08882,-0.27575,-0.04141
-0.08264,-0.28119,-0.03911
-0.08653,-0.28386,-0.04546
-0.07644,-0.28437,-0.03451
-0.04943,-0.26623,-0.03986
-0.05472,-0.29830,-0.03644
-0.05714,-0.29190,-0.03256
-0.07385,-0.28847,-0.03677
-0.06647,-0.30384,-0.04575
-0.08021,-0.25969,-0.00749
-0.08312,-0.25583,-0.00927
-0.08410,-0.23697,-0.00073
-0.08209,-0.24085,-0.00332
-0.07956,-0.24433,-0.00347
-0.08521,-0.24093,-0.00658
-0.09183,-0.24306,-0.01073
-0.07659,-0.24417,-0.00014
-0.04593,-0.23688,-0.00164
-0.04603,-0.24517,-0.00742
-0.04868,-0.23493,-0.01321
-0.05781,-0.26205,-0.00387
-0.07251,-0.25453,-0.00517
-0.07749,-0.24825,-0.00595
-0.07050,-0.26073,-0.00951
-0.09307,-0.25121,-0.01660
-0.08958,-0.25590,-0.01592
-0.08712,-0.26277,-0.01691
-0.08508,-0.25624,-0.02022
-0.08258,-0.26130,-0.02164
-0.08861,-0.25504,-0.02468
-0.08840,-0.25616,-0.02358
-0.10178,-0.34085,-0.07768
-0.09759,-0.34341,-0.07301
-0.10119,-0.34356,-0.07475
-0.10149,-0.34221,-0.07622
-0.08665,-0.30593,-0.06502
-0.09584,-0.31835,-0.06355
-0.10450,-0.31745,-0.07068
-0.10833,-0.31271,-0.07290
-0.11200,-0.30999,-0.07440
-0.10055,-0.32229,-0.07132
-0.08523,-0.32023,-0.07690
-0.05044,-0.31083,-0.07572
-0.05001,-0.32425,-0.06255
-0.05011,-0.32526,-0.06594
-0.05669,-0.33799,-0.07606
-0.06567,-0.33146,-0.07097
-0.07245,-0.33258,-0.07572
-0.06916,-0.33389,-0.07503
-0.07588,-0.33273,-0.07773
-0.05344,-0.33275,-0.07200
-0.05042,-0.33445,-0.07667
-0.10240,-0.33528,-0.08068
-0.08260,-0.32872,-0.08038
-0.07932,-0.33153,-0.08119
-0.08334,-0.33172,-0.08589
-0.10865,-0.34119,-0.09028
-0.09297,-0.29720,-0.06485
-0.09320,-0.29590,-0.06613
-0.05384,-0.30013,-0.08035
-0.11381,-0.34118,-0.09755
-0.09487,-0.33047,-0.09578
-0.09190,-0.33547,-0.09879
-0.08841,-0.34049,-0.09889
-0.09707,-0.34107,-0.10905
-0.05448,-0.31914,-0.09669
-0.05497,-0.33761,-0.10930
-0.05490,-0.33905,-0.10782
-0.05489,-0.34192,-0.10773
-0.05473,-0.32834,-0.10303
-0.09732,-0.33958,-0.11052
-0.08916,-0.46541,-0.00039
-0.08958,-0.46438,-0.00237
-0.08702,-0.46795,-0.00530
-0.08640,-0.47731,-0.00231
-0.08722,-0.47524,-0.00638
-0.08681,-0.47628,-0.00435
-0.08116,-0.46005,-0.00063
-0.12087,-0.43602,-0.00130
-0.11819,-0.43341,-0.00109
-0.12150,-0.43493,-0.00310
-0.11879,-0.43233,-0.00288
-0.10206,-0.43311,-0.00072
-0.10759,-0.43923,-0.00179
-0.10812,-0.43817,-0.00363
-0.12311,-0.43901,-0.00774
-0.12275,-0.43272,-0.00667
-0.10892,-0.43428,-0.00634
-0.10932,-0.43233,-0.00767
-0.10866,-0.43710,-0.00546
-0.11629,-0.43146,-0.00364
-0.10484,-0.42299,-0.00125
-0.10473,-0.42665,-0.00089
-0.10252,-0.42299,-0.00234
-0.10230,-0.43032,-0.00160
-0.10254,-0.42752,-0.00246
-0.11940,-0.43124,-0.00466
-0.12000,-0.43014,-0.00644
-0.11463,-0.43124,-0.00713
-0.09721,-0.43136,-0.00185
-0.09949,-0.42682,-0.00076
-0.09766,-0.43032,-0.00368
-0.09996,-0.42578,-0.00257
-0.08364,-0.42363,-0.00029
-0.08938,-0.42889,-0.00108
-0.08658,-0.42977,-0.00270
-0.08977,-0.42786,-0.00291
-0.09508,-0.43311,-0.00381
-0.08372,-0.43357,-0.00083
-0.08408,-0.43255,-0.00269
-0.09275,-0.43766,-0.00482
-0.08249,-0.43591,-0.00777
-0.06265,-0.43357,-0.00771
-0.07382,-0.43104,-0.00042
-0.06916,-0.42563,-0.00143
-0.06939,-0.42463,-0.00327
-0.06450,-0.42299,-0.00138
-0.06226,-0.43016,-0.00349
-0.06962,-0.42363,-0.00511
-0.06752,-0.42538,-0.00674
-0.06484,-0.42463,-0.00464
-0.07752,-0.43415,-0.00851
-0.07782,-0.43311,-0.01038
-0.06283,-0.43255,-0.00959
-0.07352,-0.43468,-0.01525
-0.07532,-0.42317,-0.01054
-0.06518,-0.42626,-0.00791
-0.06537,-0.42523,-0.00976
-0.06557,-0.42420,-0.01160
-0.06301,-0.43152,-0.01146
-0.07566,-0.42299,-0.01285
-0.06576,-0.42317,-0.01344
-0.12048,-0.43278,-0.01647
-0.11786,-0.43649,-0.01740
-0.11538,-0.43192,-0.01843
-0.11843,-0.43534,-0.01922
-0.11214,-0.43220,-0.01735
-0.11900,-0.43419,-0.02102
-0.11045,-0.43278,-0.02132
-0.10742,-0.43391,-0.02064
-0.10792,-0.43278,-0.02246
-0.12107,-0.43163,-0.01826
-0.11267,-0.43106,-0.01916
-0.11373,-0.42877,-0.02276
-0.10761,-0.42651,-0.02125
-0.10174,-0.42508,-0.02013
-0.10809,-0.42537,-0.02305
-0.07378,-0.43361,-0.01713
-0.07403,-0.43254,-0.01900
-0.11949,-0.43370,-0.03201
-0.12004,-0.43250,-0.03382
-0.10192,-0.43185,-0.03276
-0.11747,-0.43334,-0.03561
-0.10554,-0.43406,-0.03557
-0.11343,-0.42948,-0.03189
-0.12305,-0.43044,-0.03385
-0.11394,-0.42829,-0.03369
-0.12020,-0.42503,-0.03427
-0.11732,-0.42420,-0.03502
-0.11680,-0.42541,-0.03324
-0.10792,-0.42408,-0.03341
-0.11531,-0.42382,-0.03854
-0.09261,-0.42221,-0.03270
-0.09942,-0.42442,-0.03433
-0.09650,-0.42273,-0.03432
-0.07843,-0.43021,-0.03193
-0.07103,-0.42252,-0.03716
-0.06539,-0.42367,-0.03677
-0.06557,-0.42252,-0.03860
-0.07171,-0.42813,-0.04322
-0.07193,-0.42695,-0.04508
-0.12113,-0.43673,-0.04816
-0.12104,-0.43214,-0.04784
-0.12188,-0.43252,-0.05072
-0.10289,-0.43675,-0.04989
-0.12342,-0.41591,-0.00070
-0.10553,-0.41462,-0.00363
-0.10988,-0.42106,-0.00027
-0.11042,-0.42000,-0.00203
-0.10602,-0.41355,-0.00537
-0.11207,-0.42129,-0.00748
-0.10357,-0.41721,-0.00619
-0.08626,-0.41359,-0.00096
-0.08363,-0.41911,-0.00020
-0.09034,-0.41951,-0.00546
-0.09072,-0.41846,-0.00724
-0.08433,-0.42159,-0.00391
-0.08468,-0.42055,-0.00571
-0.11261,-0.42019,-0.00924
-0.12309,-0.42082,-0.01551
-0.11614,-0.41431,-0.01179
-0.11668,-0.41319,-0.01351
-0.09907,-0.41893,-0.00929
-0.09951,-0.41785,-0.01106
-0.09141,-0.42000,-0.01050
-0.08784,-0.41933,-0.00890
-0.05972,-0.39879,-0.00105
-0.05728,-0.40064,-0.00042
-0.05987,-0.39780,-0.00278
-0.05534,-0.39494,-0.00695
-0.05518,-0.39867,-0.00449
-0.05766,-0.39767,-0.00563
-0.05529,-0.39767,-0.00622
-0.05540,-0.38418,-0.00747
-0.05268,-0.39085,-0.00059
-0.05277,-0.38987,-0.00229
-0.05286,-0.38889,-0.00398
-0.05293,-0.38704,-0.00517
-0.05302,-0.38604,-0.00685
-0.05545,-0.39393,-0.00867
-0.05797,-0.39292,-0.00979
-0.05556,-0.39292,-0.01038
-0.05816,-0.40169,-0.01263
-0.07396,-0.41924,-0.00123
-0.07156,-0.42112,-0.00062
-0.07423,-0.41824,-0.00304
-0.07180,-0.42012,-0.00244
-0.06699,-0.42112,-0.00205
-0.05491,-0.41233,-0.00052
-0.07700,-0.41897,-0.00501
-0.06950,-0.41736,-0.00406
-0.07212,-0.41999,-0.00473
-0.07484,-0.42159,-0.00726
-0.07729,-0.41794,-0.00682
-0.06218,-0.41036,-0.00225
-0.05502,-0.41135,-0.00231
-0.12368,-0.41967,-0.01725
-0.11345,-0.41883,-0.02173
-0.10483,-0.41658,-0.02135
-0.10528,-0.41544,-0.02310
-0.10437,-0.41771,-0.01958
-0.08998,-0.42105,-0.01957
-0.10680,-0.42105,-0.02902
-0.05279,-0.35889,-0.00146
-0.05295,-0.36044,-0.00462
-0.05331,-0.36080,-0.01149
-0.05328,-0.35643,-0.01087
-0.05547,-0.38231,-0.00862
-0.05558,-0.38130,-0.01028
-0.05579,-0.37925,-0.01360
-0.05571,-0.38113,-0.01247
-0.05589,-0.37821,-0.01525
-0.05584,-0.37295,-0.01421
-0.05322,-0.36536,-0.00994
-0.05330,-0.36434,-0.01153
-0.05615,-0.35915,-0.01886
-0.05609,-0.36103,-0.01784
-0.05887,-0.34996,-0.02104
-0.05931,-0.36253,-0.02746
-0.06211,-0.34534,-0.02854
-0.10877,-0.41714,-0.03662
-0.10279,-0.42121,-0.03635
-0.10321,-0.42002,-0.03813
-0.09002,-0.41852,-0.03387
-0.09297,-0.42105,-0.03450
-0.08172,-0.41598,-0.03500
-0.09070,-0.41618,-0.03745
-0.08208,-0.41567,-0.03732
-0.10401,-0.42131,-0.04152
-0.06770,-0.40052,-0.03154
-0.06788,-0.39940,-0.03328
-0.06507,-0.34745,-0.03174
-0.06918,-0.36316,-0.04502
-0.06929,-0.36118,-0.04600
-0.11582,-0.43898,-0.06413
-0.11630,-0.43765,-0.06598
-0.10289,-0.43240,-0.06427
-0.11241,-0.44030,-0.06345
-0.11274,-0.43816,-0.06476
-0.11334,-0.43765,-0.06717
-0.11678,-0.43631,-0.06782
-0.12079,-0.43361,-0.07025
-0.11712,-0.43415,-0.06910
-0.11380,-0.43631,-0.06902
-0.12238,-0.43007,-0.06379
-0.11890,-0.43141,-0.06324
-0.11940,-0.43007,-0.06505
-0.12289,-0.42873,-0.06559
-0.10934,-0.42356,-0.06414
-0.10585,-0.42405,-0.06289
-0.10977,-0.42224,-0.06593
-0.10651,-0.42437,-0.06583
-0.11708,-0.42199,-0.06885
-0.10372,-0.42600,-0.06807
-0.09906,-0.43158,-0.06503
-0.08306,-0.42629,-0.06348
-0.08325,-0.42418,-0.06476
-0.08344,-0.42208,-0.06602
-0.08684,-0.42994,-0.06781
-0.07764,-0.42829,-0.06926
-0.07787,-0.42699,-0.07111
-0.07810,-0.42569,-0.07296
-0.12471,-0.44236,-0.08489
-0.11650,-0.43190,-0.07991
-0.10978,-0.43329,-0.08045
-0.11058,-0.43432,-0.08403
-0.11019,-0.42091,-0.06772
-0.10351,-0.42061,-0.06703
-0.09613,-0.40828,-0.06601
-0.08615,-0.40391,-0.06307
-0.08342,-0.40634,-0.06571
-0.09034,-0.41070,-0.06973
-0.10543,-0.40269,-0.07581
-0.08632,-0.38707,-0.06394
-0.08300,-0.38755,-0.06256
-0.08649,-0.38499,-0.06500
-0.08666,-0.38291,-0.06605
-0.08047,-0.38707,-0.06565
-0.09666,-0.39003,-0.06859
-0.09384,-0.39161,-0.07079
-0.07695,-0.39698,-0.06328
-0.10322,-0.38188,-0.06532
-0.11421,-0.37890,-0.07019
-0.11071,-0.37658,-0.06953
-0.10742,-0.37503,-0.06943
-0.09472,-0.37369,-0.07554
-0.14851,-0.38257,-0.12724
-0.14997,-0.37763,-0.13200
-0.12595,-0.37738,-0.13410
-0.13141,-0.38141,-0.13983
-0.20969,-0.40264,-0.12550
-0.20620,-0.40652,-0.12800
-0.19725,-0.40613,-0.12872
-0.20769,-0.40299,-0.13120
-0.20694,-0.40476,-0.12961
-0.19852,-0.40581,-0.13163
-0.18228,-0.40239,-0.12501
-0.19923,-0.40405,-0.13325
-0.21045,-0.40088,-0.12708
-0.20166,-0.39735,-0.12819
-0.20094,-0.39910,-0.12661
-0.20022,-0.40083,-0.12502
-0.18699,-0.39828,-0.12565
-0.19126,-0.39657,-0.12528
-0.19193,-0.39485,-0.12687
-0.19261,-0.39313,-0.12845
-0.18766,-0.39657,-0.12725
-0.18293,-0.40070,-0.12664
-0.19994,-0.40229,-0.13486
-0.16906,-0.39807,-0.12707
-0.16966,-0.39639,-0.12871
-0.17048,-0.39542,-0.13099
-0.17097,-0.41254,-0.15704
-0.16669,-0.40792,-0.15782
-0.17155,-0.41074,-0.15874
-0.12496,-0.38979,-0.13002
-0.07845,-0.38715,-0.13426
-0.08257,-0.38399,-0.13676
-0.08644,-0.38384,-0.13896
-0.06649,-0.38364,-0.12713
-0.06285,-0.38364,-0.12781
-0.06312,-0.38504,-0.13218
-0.06703,-0.38495,-0.13453
-0.06335,-0.38568,-0.13590
-0.07511,-0.39227,-0.13983
-0.06350,-0.38484,-0.13826
-0.06360,-0.38326,-0.13993
-0.08059,-0.40598,-0.15501
-0.08725,-0.38727,-0.14544
-0.09254,-0.39424,-0.15444
-0.08447,-0.39830,-0.15352
-0.12003,-0.38023,-0.12554
-0.12040,-0.37864,-0.12715
-0.09314,-0.36830,-0.13162
-0.08184,-0.38047,-0.13033
-0.09809,-0.37008,-0.13867
-0.09834,-0.36847,-0.14026
-0.09046,-0.38152,-0.13897
-0.05954,-0.35819,-0.13196
-0.05946,-0.35973,-0.13039
-0.05963,-0.35664,-0.13351
-0.05960,-0.35297,-0.13294
-0.08561,-0.40527,-0.16352
-0.08119,-0.40867,-0.16087
-0.08215,-0.41492,-0.17020
-0.09278,-0.42286,-0.19024
-0.08429,-0.42540,-0.19090
-0.08875,-0.42286,-0.19113
-0.08449,-0.42357,-0.19274
-0.08015,-0.42429,-0.19432
-0.09361,-0.42599,-0.19698
-0.09384,-0.42413,-0.19881
-0.09000,-0.43023,-0.20209
-0.09021,-0.42835,-0.20395
-0.08057,-0.42131,-0.19869
0.62265,-0.03299,-0.23204
0.62253,-0.03634,-0.23195
0.61002,-0.06578,-0.23213
0.60979,-0.06908,-0.23195
0.61024,-0.06247,-0.23230
0.61313,-0.03605,-0.23464
0.61556,-0.03286,-0.23664
0.61531,-0.03953,-0.23645
0.61670,-0.04298,-0.23762
0.61655,-0.04633,-0.23750
0.61945,-0.04993,-0.23992
0.61928,-0.05329,-0.23978
0.61889,-0.06001,-0.23947
0.61909,-0.05665,-0.23963
0.61108,-0.07258,-0.23303
0.61542,-0.07649,-0.23664
0.61641,-0.08338,-0.23747
0.61688,-0.08683,-0.23788
0.61745,-0.08014,-0.23833
0.61964,-0.09065,-0.24017
0.61932,-0.09401,-0.23992
0.61899,-0.09737,-0.23966
0.61719,-0.10730,-0.23819
0.61866,-0.10073,-0.23939
0.61983,-0.10435,-0.24038
0.61133,-0.13002,-0.23338
0.61088,-0.13333,-0.23302
0.61682,-0.11065,-0.23789
0.61872,-0.11444,-0.23948
0.61985,-0.11810,-0.24042
0.61480,-0.12736,-0.23626
0.61792,-0.12115,-0.23883
0.61750,-0.12450,-0.23849
0.61345,-0.13735,-0.23516
0.62055,-0.14249,-0.24107
0.62081,-0.14605,-0.24130
0.62031,-0.14941,-0.24089
0.61980,-0.15278,-0.24048
0.61853,-0.15595,-0.23942
0.61669,-0.16245,-0.23792
0.61689,-0.16600,-0.23809
0.61799,-0.15930,-0.23899
0.61633,-0.16935,-0.23763
0.61591,-0.17625,-0.23730
0.61650,-0.17291,-0.23778
0.61830,-0.18051,-0.23930
0.61706,-0.18721,-0.23828
0.61768,-0.18386,-0.23880
0.62479,0.10547,-0.23342
0.61657,0.12195,-0.23708
0.61469,0.11815,-0.23553
0.61393,0.11119,-0.23492
0.61508,0.11481,-0.23586
0.61430,0.10786,-0.23523
0.61652,0.10145,-0.23708
0.61617,0.10480,-0.23679
0.61532,0.09785,-0.23610
0.61594,0.09118,-0.23664
0.61564,0.09452,-0.23638
0.61395,0.08749,-0.23499
0.61108,0.05032,-0.23270
0.61124,0.04701,-0.23285
0.61500,0.08427,-0.23587
0.61400,0.07740,-0.23506
0.61450,0.08083,-0.23547
0.61348,0.07397,-0.23464
0.61395,0.06732,-0.23504
0.61372,0.07064,-0.23485
0.61417,0.06399,-0.23523
0.61380,0.05725,-0.23494
0.61437,0.06065,-0.23541
0.61475,0.05399,-0.23574
0.61139,0.04369,-0.23298
0.61472,0.03726,-0.23577
0.61460,0.04059,-0.23565
0.62022,0.03423,-0.24034
0.62033,0.03087,-0.24043
0.62042,0.02750,-0.24052
0.61596,0.02061,-0.23683
0.61896,0.02407,-0.23932
0.61606,0.01392,-0.23694
0.61602,0.01727,-0.23689
0.61456,0.01056,-0.23570
0.62208,-0.02625,-0.23156
0.62199,-0.02959,-0.23149
0.61613,0.00724,-0.23701
0.61615,0.00056,-0.23704
0.61999,0.00392,-0.24022
0.61996,-0.00617,-0.24023
0.61998,-0.00280,-0.24024
0.61763,-0.00949,-0.23830
0.61753,-0.01620,-0.23824
0.61758,-0.01285,-0.23827
0.61747,-0.01955,-0.23819
0.65145,-0.01672,-0.23380
0.65151,-0.01326,-0.23384
0.66419,-0.01343,-0.23304
0.66406,-0.02044,-0.23296
0.66493,-0.01696,-0.23361
0.64964,-0.02703,-0.23242
0.65032,-0.03052,-0.23296
0.65052,-0.02361,-0.23309
0.66557,-0.02400,-0.23412
0.66548,-0.02751,-0.23405
0.64925,0.00057,-0.23204
0.64924,0.00402,-0.23203
0.65155,-0.00980,-0.23386
0.64922,-0.00632,-0.23204
0.64924,-0.00287,-0.23205
0.66506,-0.00643,-0.23368
0.66508,-0.00292,-0.23369
0.66503,-0.00994,-0.23367
0.67786,-0.00296,-0.23261
0.67784,-0.00651,-0.23261
0.67947,0.00059,-0.23380
0.67945,0.00771,-0.23377
0.67947,0.00415,-0.23379
0.67826,-0.02785,-0.23297
0.67835,-0.02430,-0.23303
0.69352,-0.02830,-0.23340
0.70632,-0.02864,-0.23199
0.63733,0.01420,-0.23314
0.63737,0.01079,-0.23318
0.65055,0.02476,-0.23300
0.66242,0.02504,-0.23159
0.66250,0.02155,-0.23166
0.63881,0.04502,-0.23423
0.64855,0.03848,-0.23141
0.65046,0.02822,-0.23292
0.65036,0.03167,-0.23283
0.64868,0.03503,-0.23151
