x,y,z
1.20572,-0.37076,2.23981
1.20265,-0.34890,2.23495
1.24602,-0.35375,2.24683
1.27016,-0.34394,2.23827
1.26934,-0.35434,2.23698
1.24487,-0.37465,2.24496
1.24572,-0.36428,2.24633
1.26850,-0.36473,2.23565
1.20185,-0.35913,2.23362
1.30252,-0.37886,2.24018
1.29955,-0.36731,2.23579
1.30042,-0.35684,2.23712
1.30125,-0.34637,2.23841
1.33412,-0.36037,2.24348
1.33386,-0.34951,2.24314
1.36624,-0.35236,2.24533
1.36536,-0.36302,2.24404
1.33344,-0.38182,2.24241
1.33435,-0.37124,2.24378
1.36446,-0.37367,2.24271
1.30683,-0.41248,2.24649
1.30780,-0.40195,2.24798
1.30215,-0.38950,2.23959
1.33251,-0.39238,2.24101
1.35900,-0.38306,2.23487
1.36510,-0.41753,2.24347
1.32944,-0.41315,2.23645
1.33154,-0.40294,2.23956
1.35804,-0.39366,2.23346
1.35706,-0.40425,2.23203
1.20948,-0.49956,2.24539
1.21060,-0.48926,2.24723
1.20911,-0.47796,2.24487
1.20708,-0.46651,2.24164
1.24458,-0.47078,2.24414
1.27218,-0.46231,2.24093
1.27108,-0.47273,2.23921
1.24348,-0.48114,2.24238
1.24235,-0.49150,2.24058
1.27049,-0.48333,2.23827
1.27149,-0.49454,2.23975
1.20605,-0.45547,2.24002
1.20707,-0.44520,2.24170
1.20904,-0.42464,2.24495
1.20391,-0.43347,2.23666
1.24456,-0.43855,2.24423
1.24503,-0.42801,2.24500
1.27371,-0.43049,2.24338
1.27269,-0.44091,2.24178
1.24566,-0.46041,2.24587
1.24671,-0.45003,2.24755
1.27271,-0.45170,2.24178
1.30159,-0.45412,2.23853
1.30266,-0.44364,2.24017
1.30426,-0.43332,2.24259
1.30583,-0.42299,2.24497
1.32850,-0.43456,2.23500
1.32843,-0.42368,2.23494
1.36406,-0.42818,2.24195
1.36356,-0.43899,2.24119
1.30305,-0.49819,2.24054
1.30368,-0.48750,2.24153
1.30429,-0.47681,2.24247
1.30104,-0.46478,2.23767
1.05185,-0.30837,2.24129
1.07954,-0.31011,2.24126
1.05414,-0.33948,2.24537
1.08400,-0.33181,2.24917
1.08330,-0.34184,2.24788
1.05056,-0.32824,2.23883
1.01478,-0.34354,2.22057
1.01545,-0.33375,2.22188
1.01611,-0.32395,2.22316
1.01675,-0.31415,2.22440
1.02225,-0.28571,2.23490
1.02428,-0.26622,2.23880
1.02514,-0.27646,2.24037
1.05229,-0.26809,2.24227
1.08242,-0.27020,2.24659
1.05174,-0.27803,2.24121
1.07992,-0.27973,2.24206
1.05247,-0.29842,2.24247
1.05306,-0.28847,2.24360
1.07933,-0.28973,2.24097
1.07872,-0.29972,2.23983
1.02168,-0.29557,2.23377
1.01736,-0.30434,2.22560
1.11540,-0.30245,2.24362
1.11603,-0.29236,2.24475
1.11664,-0.28227,2.24585
1.11673,-0.27206,2.24605
1.17907,-0.27545,2.24381
1.14192,-0.28324,2.24083
1.14101,-0.27276,2.23932
1.14331,-0.29387,2.24315
1.17845,-0.28567,2.24275
1.18090,-0.29663,2.24675
1.14267,-0.30401,2.24202
1.11832,-0.33409,2.24856
1.11704,-0.32343,2.24638
1.11772,-0.31333,2.24760
1.18127,-0.30712,2.24730
1.18057,-0.31735,2.24613
1.14251,-0.31427,2.24170
1.14412,-0.33537,2.24436
1.17986,-0.32758,2.24492
1.14182,-0.32440,2.24049
1.17707,-0.33723,2.24028
1.02479,-0.25634,2.23981
1.02856,-0.22718,2.24703
1.05382,-0.23823,2.24520
1.05524,-0.22847,2.24786
1.08157,-0.22947,2.24522
1.08400,-0.24010,2.24953
1.05282,-0.25814,2.24328
1.05286,-0.24808,2.24339
1.08349,-0.25014,2.24859
1.08297,-0.26017,2.24761
1.02941,-0.20734,2.24872
1.02946,-0.21735,2.24877
1.02981,-0.19741,2.24951
1.05405,-0.18805,2.24584
1.07988,-0.18879,2.24236
1.07949,-0.19879,2.24161
1.05426,-0.21821,2.24610
1.08053,-0.20906,2.24344
1.08203,-0.21945,2.24609
1.11829,-0.21115,2.24900
1.11883,-0.22145,2.24990
1.11226,-0.19992,2.23856
1.11267,-0.18986,2.23931
1.14507,-0.20191,2.24650
1.14549,-0.19175,2.24725
1.17956,-0.19298,2.24493
1.18171,-0.20363,2.24844
1.14416,-0.22221,2.24488
1.14463,-0.21206,2.24571
1.17867,-0.21342,2.24339
1.17820,-0.22363,2.24257
1.11783,-0.25187,2.24805
1.11729,-0.26197,2.24707
1.11835,-0.23155,2.24903
1.11835,-0.24176,2.24899
1.14368,-0.23235,2.24402
1.14165,-0.24218,2.24054
1.17769,-0.23384,2.24170
1.17408,-0.24342,2.23570
1.20876,-0.25652,2.24514
1.20932,-0.24623,2.24608
1.20986,-0.23593,2.24699
1.24438,-0.23752,2.24469
1.24490,-0.22715,2.24556
1.27477,-0.22867,2.24574
1.27368,-0.23901,2.24404
1.24057,-0.25771,2.23866
1.24114,-0.24737,2.23960
1.26985,-0.24882,2.23814
1.26926,-0.25922,2.23720
1.20880,-0.22534,2.24532
1.24642,-0.20649,2.24801
1.24688,-0.19610,2.24877
1.27515,-0.19717,2.24644
1.24595,-0.21687,2.24722
1.27523,-0.20770,2.24652
1.27528,-0.21823,2.24657
1.20088,-0.21360,2.23261
1.20134,-0.20337,2.23339
1.20178,-0.19314,2.23414
1.30209,-0.21905,2.24012
1.30038,-0.20821,2.23759
1.30085,-0.19774,2.23834
1.33467,-0.19971,2.24485
1.33513,-0.18913,2.24556
1.33423,-0.22095,2.24413
1.33418,-0.21029,2.24410
1.36893,-0.21236,2.24966
1.36383,-0.22232,2.24234
1.30149,-0.26128,2.23907
1.30320,-0.25100,2.24166
1.30378,-0.24051,2.24256
1.30433,-0.23001,2.24343
1.20603,-0.33937,2.24043
1.20678,-0.32910,2.24168
1.20751,-0.31883,2.24289
1.20874,-0.30868,2.24491
1.24514,-0.32178,2.24558
1.24427,-0.31101,2.24425
1.27408,-0.31309,2.24439
1.27334,-0.32352,2.24321
1.24362,-0.34251,2.24312
1.24439,-0.33215,2.24437
1.27203,-0.33381,2.24117
1.20890,-0.29826,2.24520
1.20432,-0.28676,2.23787
1.21132,-0.26748,2.24923
1.20495,-0.27650,2.23893
1.24630,-0.27989,2.24754
1.24264,-0.26860,2.24187
1.26810,-0.26950,2.23540
1.26746,-0.27989,2.23438
1.29882,-0.30316,2.23493
1.29953,-0.29269,2.23602
1.29865,-0.27130,2.23479
1.33688,-0.27490,2.24782
1.36651,-0.27659,2.24597
1.29800,-0.28176,2.23377
1.30206,-0.33589,2.23965
1.30285,-0.32540,2.24086
1.30361,-0.31491,2.24204
1.39435,-0.34309,2.23997
1.39519,-0.33238,2.24118
1.39369,-0.32114,2.23913
1.39448,-0.31043,2.24026
1.42789,-0.31307,2.24234
1.42767,-0.32399,2.24201
1.45811,-0.31495,2.23904
1.42801,-0.33506,2.24243
1.45729,-0.32581,2.23791
1.45822,-0.33707,2.23912
1.39597,-0.28900,2.24241
1.39524,-0.29972,2.24135
1.39667,-0.27828,2.24343
1.39792,-0.26766,2.24522
1.43013,-0.28064,2.24552
1.43082,-0.26982,2.24650
1.46468,-0.27209,2.24797
1.46278,-0.28278,2.24540
1.42866,-0.30226,2.24344
1.42941,-0.29146,2.24450
1.45966,-0.29321,2.24120
1.45890,-0.30408,2.24014
1.49492,-0.29589,2.24373
1.49398,-0.27350,2.24257
1.49326,-0.28447,2.24159
1.56240,-0.27815,2.24446
1.52372,-0.27512,2.23897
1.56210,-0.30068,2.24401
1.52283,-0.29730,2.23776
1.52299,-0.28615,2.23799
1.49490,-0.32932,2.24359
1.49463,-0.34042,2.24320
1.49474,-0.30699,2.24346
1.49453,-0.31809,2.24315
1.52732,-0.32060,2.24343
1.52754,-0.30941,2.24374
1.56004,-0.31159,2.24140
1.55548,-0.32198,2.23566
1.39741,-0.25671,2.24455
1.39688,-0.24578,2.24383
1.39573,-0.23476,2.24227
1.42979,-0.23686,2.24520
1.46245,-0.23866,2.24511
1.45887,-0.22713,2.24036
1.42855,-0.25848,2.24343
1.42860,-0.24757,2.24353
1.46481,-0.25006,2.24823
1.46535,-0.26117,2.24892
1.39456,-0.22377,2.24067
1.39509,-0.21305,2.24145
1.39328,-0.20201,2.23896
1.39377,-0.19131,2.23967
1.43085,-0.20431,2.24676
1.43194,-0.19356,2.24828
1.46047,-0.19449,2.24261
1.45997,-0.20537,2.24189
1.42978,-0.22595,2.24522
1.43092,-0.21521,2.24682
1.45943,-0.21625,2.24114
1.49231,-0.21789,2.24057
1.49579,-0.19628,2.24520
1.49285,-0.20693,2.24132
1.56248,-0.19939,2.24481
1.52252,-0.19706,2.23768
1.52450,-0.21954,2.24015
1.52199,-0.20808,2.23698
1.49533,-0.25155,2.24442
1.49467,-0.26253,2.24351
1.49415,-0.22921,2.24295
1.49597,-0.24056,2.24528
1.59357,-0.25732,2.24203
1.59489,-0.23484,2.24373
1.59425,-0.24608,2.24290
1.63058,-0.23684,2.24330
1.63247,-0.24855,2.24553
1.63305,-0.26010,2.24619
1.56323,-0.22196,2.24569
1.56380,-0.21079,2.24644
1.59609,-0.21235,2.24527
1.59550,-0.22360,2.24452
1.56299,-0.18823,2.24549
1.59664,-0.20110,2.24598
1.59275,-0.18933,2.24124
1.63109,-0.20265,2.24402
1.63162,-0.19131,2.24470
1.66292,-0.21555,2.24135
1.66608,-0.20444,2.24510
1.66662,-0.19300,2.24577
1.70994,-0.20646,2.24226
1.71050,-0.19491,2.24294
1.74530,-0.19652,2.24206
1.66223,-0.26149,2.24039
1.66229,-0.24998,2.24050
1.59450,-0.32574,2.24296
1.59361,-0.33698,2.24183
1.59537,-0.31450,2.24406
1.63059,-0.30559,2.24310
1.62974,-0.31692,2.24205
1.62794,-0.33957,2.23982
1.62886,-0.32825,2.24095
1.56288,-0.28953,2.24503
1.59387,-0.29144,2.24229
1.59557,-0.30314,2.24435
1.59035,-0.26813,2.23805
1.58961,-0.27934,2.23711
1.63078,-0.29414,2.24336
1.66185,-0.29605,2.23984
1.66265,-0.28464,2.24082
1.66342,-0.27322,2.24176
1.39743,-0.49843,2.24374
1.39752,-0.48730,2.24391
1.39991,-0.46582,2.24731
1.39987,-0.47695,2.24723
1.42917,-0.47961,2.24353
1.43037,-0.46880,2.24521
1.46645,-0.46215,2.24971
1.46525,-0.47307,2.24807
1.42852,-0.49061,2.24260
1.46402,-0.48398,2.24638
1.46217,-0.49469,2.24387
1.39820,-0.45416,2.24496
1.39760,-0.44289,2.24417
1.39353,-0.43060,2.23853
1.42909,-0.42378,2.24361
1.42800,-0.43458,2.24208
1.45808,-0.42597,2.23864
1.45756,-0.43700,2.23791
1.42923,-0.45725,2.24368
1.46527,-0.45051,2.24817
1.42688,-0.44537,2.24052
1.49450,-0.45282,2.24266
1.49381,-0.43001,2.24184
1.49267,-0.44098,2.24031
1.53075,-0.43457,2.24745
1.53189,-0.42348,2.24894
1.52536,-0.45583,2.24048
1.52656,-0.44478,2.24205
1.56019,-0.44824,2.24115
1.56020,-0.45973,2.24113
1.49192,-0.49741,2.23914
1.49141,-0.48588,2.23852
1.49390,-0.46397,2.24184
1.49267,-0.47493,2.24020
1.39345,-0.41956,2.23844
1.39448,-0.40886,2.23992
1.39664,-0.39846,2.24297
1.39992,-0.38836,2.24760
1.45947,-0.39287,2.24060
1.43190,-0.41346,2.24748
1.43293,-0.40262,2.24893
1.45844,-0.40374,2.23920
1.45798,-0.41477,2.23854
1.40087,-0.37760,2.24897
1.39579,-0.35436,2.24194
1.42919,-0.35736,2.24397
1.42832,-0.34613,2.24282
1.46059,-0.35979,2.24221
1.45912,-0.34835,2.24029
1.43024,-0.37972,2.24533
1.42827,-0.36817,2.24268
1.46143,-0.37111,2.24330
1.46105,-0.38215,2.24276
1.49785,-0.37479,2.24731
1.49674,-0.35209,2.24592
1.49581,-0.36307,2.24467
1.52770,-0.35444,2.24381
1.55710,-0.35624,2.23757
1.55370,-0.34418,2.23336
1.49480,-0.40774,2.24320
1.49492,-0.41904,2.24332
1.52691,-0.41078,2.24262
1.56489,-0.41511,2.24715
1.56414,-0.40346,2.24624
1.59507,-0.40611,2.24341
1.59396,-0.41735,2.24200
1.59597,-0.38332,2.24457
1.59553,-0.39471,2.24401
1.63239,-0.39835,2.24497
1.62840,-0.38582,2.24022
1.56624,-0.38111,2.24895
1.56477,-0.36935,2.24715
1.58886,-0.37021,2.23589
1.59080,-0.34780,2.23835
1.58985,-0.35901,2.23714
1.62438,-0.37335,2.23543
1.66430,-0.37778,2.24247
1.66534,-0.36635,2.24372
1.66570,-0.35478,2.24418
1.59582,-0.49900,2.24403
1.58971,-0.48552,2.23657
1.59229,-0.46310,2.23981
1.59101,-0.47431,2.23821
1.63142,-0.49147,2.24352
1.59848,-0.44165,2.24748
1.59726,-0.45291,2.24595
1.62896,-0.43235,2.24075
1.00019,-0.16614,2.24471
1.00187,-0.15649,2.24800
1.02464,-0.15670,2.23995
1.05413,-0.15801,2.24611
1.08076,-0.14869,2.24410
1.08094,-0.15877,2.24438
1.05442,-0.17809,2.24655
1.05381,-0.16798,2.24547
1.08061,-0.16878,2.24375
1.08025,-0.17879,2.24307
1.00216,-0.14663,2.24860
1.00242,-0.13675,2.24916
1.00267,-0.12688,2.24968
1.00198,-0.11690,2.24838
1.02944,-0.11757,2.24916
1.05259,-0.12783,2.24339
1.05282,-0.11788,2.24387
1.07985,-0.12850,2.24256
1.07767,-0.11824,2.23868
1.05443,-0.14805,2.24670
1.05471,-0.13808,2.24726
1.08007,-0.13856,2.24292
1.11238,-0.13929,2.23902
1.11266,-0.12923,2.23953
1.11639,-0.11953,2.24607
1.11762,-0.10953,2.24825
1.14474,-0.12025,2.24627
1.14396,-0.11000,2.24499
1.17882,-0.12103,2.24398
1.17699,-0.11062,2.24101
1.14420,-0.14055,2.24526
1.14448,-0.13040,2.24578
1.17855,-0.13124,2.24350
1.17929,-0.14158,2.24469
1.11305,-0.17980,2.24002
1.11342,-0.16974,2.24069
1.11326,-0.15960,2.24046
1.11209,-0.14934,2.23846
1.14357,-0.16084,2.24411
1.14288,-0.15057,2.24299
1.17794,-0.15167,2.24243
1.17864,-0.16202,2.24354
1.14588,-0.18159,2.24796
1.14423,-0.17113,2.24519
1.17828,-0.17223,2.24290
1.17945,-0.18268,2.24479
1.00219,-0.10703,2.24883
1.00237,-0.09715,2.24923
1.02965,-0.10764,2.24960
1.00254,-0.08728,2.24960
1.00269,-0.07740,2.24993
1.05342,-0.08801,2.24509
1.05118,-0.07788,2.24102
1.07843,-0.07829,2.24022
1.07827,-0.08828,2.23989
1.05304,-0.10792,2.24432
1.05324,-0.09797,2.24472
1.07809,-0.09827,2.23953
1.07789,-0.10826,2.23912
1.00246,-0.05762,2.24958
1.00209,-0.04772,2.24891
1.00216,-0.03785,2.24908
1.02635,-0.03795,2.24368
1.02815,-0.04793,2.24704
1.04770,-0.04789,2.23475
1.04778,-0.03798,2.23493
1.07691,-0.03825,2.23765
1.07684,-0.04823,2.23748
1.04798,-0.06773,2.23517
1.04761,-0.05780,2.23454
1.07674,-0.05820,2.23727
1.07711,-0.06821,2.23789
1.11534,-0.06893,2.24444
1.11397,-0.05876,2.24209
1.11407,-0.04869,2.24231
1.11414,-0.03862,2.24248
1.14644,-0.04916,2.24943
1.14652,-0.03899,2.24960
1.17701,-0.03912,2.24133
1.17693,-0.04933,2.24116
1.14431,-0.05922,2.24577
1.17838,-0.05960,2.24351
1.17825,-0.06982,2.24325
1.14215,-0.06925,2.24207
1.11783,-0.09943,2.24865
1.11769,-0.07918,2.24849
1.11752,-0.08928,2.24816
1.14082,-0.08944,2.23973
1.14099,-0.07932,2.24006
1.17655,-0.07993,2.24040
1.14165,-0.09964,2.24109
1.17637,-0.09013,2.24007
1.17721,-0.10041,2.24142
1.20625,-0.10106,2.24169
1.20540,-0.09071,2.24036
1.20558,-0.08044,2.24069
1.24328,-0.08120,2.24356
1.27496,-0.07140,2.24661
1.27534,-0.08188,2.24716
1.24129,-0.07072,2.24048
1.24450,-0.10204,2.24539
1.24310,-0.09156,2.24323
1.27515,-0.09233,2.24683
1.27494,-0.10277,2.24646
1.20574,-0.07018,2.24098
1.20640,-0.05994,2.24208
1.20650,-0.04966,2.24229
1.20764,-0.03942,2.24417
1.27257,-0.03997,2.24307
1.27358,-0.05044,2.24457
1.24154,-0.05002,2.24095
1.24109,-0.03966,2.24028
1.27510,-0.06095,2.24687
1.24143,-0.06037,2.24073
1.30249,-0.06121,2.24128
1.30094,-0.05065,2.23900
1.30159,-0.04019,2.24001
1.33490,-0.04058,2.24574
1.36512,-0.04084,2.24482
1.33524,-0.06177,2.24618
1.33536,-0.05118,2.24639
1.36503,-0.05150,2.24464
1.36605,-0.06220,2.24606
1.30176,-0.10316,2.24004
1.30198,-0.09267,2.24040
1.30440,-0.08232,2.24406
1.30290,-0.07173,2.24186
1.20837,-0.17348,2.24484
1.20640,-0.18353,2.24162
1.20874,-0.16319,2.24547
1.20909,-0.15290,2.24607
1.27622,-0.15529,2.24823
1.27585,-0.16575,2.24763
1.24004,-0.16388,2.23818
1.24040,-0.15355,2.23878
1.24409,-0.18524,2.24444
1.27491,-0.17612,2.24616
1.27504,-0.18664,2.24632
1.23966,-0.17421,2.23755
1.20889,-0.14254,2.24578
1.20392,-0.13169,2.23782
1.20419,-0.12144,2.23830
1.20444,-0.11119,2.23874
1.24562,-0.12294,2.24706
1.24534,-0.11251,2.24667
1.27470,-0.11322,2.24605
1.27443,-0.12366,2.24561
1.30174,-0.14520,2.23985
1.30095,-0.13460,2.23871
1.30124,-0.12412,2.23919
1.30151,-0.11364,2.23963
1.30130,-0.18726,2.23905
1.30173,-0.17678,2.23972
1.00175,-0.02797,2.24833
1.00040,-0.01807,2.24576
1.02549,-0.01814,2.24215
1.02546,-0.02803,2.24205
1.00040,0.00164,2.24585
1.02643,0.00165,2.24400
1.02550,-0.00825,2.24221
1.05408,-0.00831,2.24664
1.05311,0.00166,2.24491
1.08187,0.00167,2.24671
1.08188,-0.00835,2.24668
1.05308,-0.02821,2.24472
1.05311,-0.01826,2.24482
1.08187,-0.01838,2.24662
1.07842,-0.02831,2.24041
1.02635,0.02145,2.24393
1.02640,0.01155,2.24398
1.02571,0.04123,2.24282
1.02628,0.03135,2.24383
1.05573,0.04159,2.24988
1.08015,0.04170,2.24379
1.08025,0.03169,2.24392
1.05308,0.01162,2.24489
1.05398,0.02159,2.24659
1.08032,0.02168,2.24402
1.08037,0.01168,2.24407
1.11470,0.01176,2.24365
1.11465,0.02184,2.24360
1.13892,0.02189,2.23693
1.13796,0.01178,2.23526
1.11258,0.03186,2.24004
1.11049,0.04185,2.23644
1.14290,0.03211,2.24373
1.14280,0.04225,2.24361
1.17747,0.03233,2.24235
1.17633,0.04250,2.24051
1.17858,0.02214,2.24415
1.17864,0.01192,2.24420
1.11420,-0.02855,2.24262
1.11473,-0.01848,2.24358
1.11524,-0.00840,2.24451
1.11473,0.00168,2.24367
1.17867,0.00170,2.24422
1.17453,-0.00849,2.23736
1.13697,-0.01850,2.23347
1.00130,0.06085,2.24784
1.02326,0.05101,2.23824
1.02313,0.06088,2.23803
1.00235,0.08069,2.24997
1.02532,0.07091,2.24220
1.05532,0.07153,2.24926
1.07974,0.07172,2.24317
1.07664,0.08151,2.23766
1.05561,0.05157,2.24971
1.05548,0.06155,2.24951
1.08087,0.06177,2.24517
1.08101,0.05176,2.24537
1.00194,0.12024,2.24934
1.02659,0.12061,2.24482
1.02685,0.11070,2.24525
1.08251,0.12215,2.24836
1.08278,0.11212,2.24880
1.04851,0.12077,2.23693
1.07621,0.10146,2.23698
1.07644,0.09149,2.23733
1.11589,0.12289,2.24616
1.14502,0.11353,2.24766
1.14474,0.12369,2.24722
1.18089,0.12469,2.24836
1.18118,0.11445,2.24879
1.14399,0.09309,2.24583
1.14376,0.10324,2.24547
1.18145,0.10421,2.24919
1.18169,0.09397,2.24955
1.11086,0.05191,2.23714
1.11072,0.06196,2.23694
1.11056,0.07200,2.23670
1.14338,0.07272,2.24471
1.14420,0.08294,2.24615
1.17931,0.08354,2.24560
1.17588,0.07310,2.23990
1.20787,0.05315,2.24489
1.20825,0.06346,2.24553
1.20755,0.07372,2.24444
1.20787,0.08404,2.24500
1.24045,0.07413,2.23970
1.24025,0.08447,2.23942
1.24401,0.05358,2.24521
1.27484,0.06443,2.24693
1.27500,0.05399,2.24713
1.24171,0.06384,2.24163
1.20976,0.09449,2.24808
1.20951,0.10479,2.24772
1.20924,0.11509,2.24733
1.24461,0.10554,2.24633
1.24433,0.11592,2.24593
1.27477,0.11674,2.24700
1.24325,0.09505,2.24416
1.30326,0.09629,2.24299
1.30299,0.10678,2.24263
1.30659,0.11762,2.24805
1.33406,0.10763,2.24505
1.33433,0.11825,2.24548
1.36740,0.11928,2.24864
1.36713,0.10856,2.24821
1.30668,0.06492,2.24799
1.30684,0.05439,2.24819
1.20771,-0.02914,2.24431
1.20774,-0.01886,2.24440
1.20776,-0.00857,2.24447
1.20827,0.00171,2.24534
1.24336,-0.00864,2.24395
1.24335,0.00173,2.24397
1.27214,0.00174,2.24256
1.27215,-0.00869,2.24254
1.20771,0.01200,2.24447
1.20871,0.02230,2.24612
1.20810,0.03258,2.24518
1.20853,0.04288,2.24590
1.30383,0.02275,2.24359
1.30111,0.01223,2.23949
1.39540,-0.03038,2.24251
1.39661,-0.01967,2.24424
1.39663,-0.00894,2.24430
1.39778,0.00179,2.24595
1.42781,-0.00901,2.24327
1.46529,0.00182,2.24971
1.46530,-0.00910,2.24968
1.42662,0.00180,2.24168
1.42834,-0.03062,2.24391
1.42779,-0.01981,2.24320
1.46168,-0.01998,2.24481
1.46163,-0.03087,2.24471
1.39658,0.01252,2.24431
1.39652,0.02324,2.24426
1.39643,0.03397,2.24417
1.39748,0.04474,2.24567
1.42466,0.03414,2.23910
1.42572,0.04496,2.24059
1.45659,0.04525,2.23822
1.45671,0.03439,2.23834
1.46106,0.01270,2.24409
1.42600,0.01259,2.24086
1.42475,0.02336,2.23919
1.45920,0.02357,2.24163
1.49394,0.02377,2.24350
1.49340,0.01280,2.24276
1.49433,0.04574,2.24408
1.49445,0.03476,2.24421
1.56230,0.04650,2.24539
1.56243,0.03534,2.24551
1.52488,0.03498,2.24146
1.51983,0.04588,2.23503
1.49525,-0.02014,2.24506
1.49520,-0.03112,2.24496
1.49344,0.00183,2.24277
1.49405,-0.00915,2.24354
1.39733,0.05547,2.24551
1.39716,0.06621,2.24530
1.39696,0.07694,2.24506
1.42992,0.07757,2.24644
1.42422,0.06648,2.23861
1.45905,0.07797,2.24161
1.45925,0.06710,2.24185
1.42558,0.05574,2.24043
1.45644,0.05611,2.23805
1.39674,0.08767,2.24478
1.39765,0.09849,2.24609
1.39996,0.12020,2.24940
1.39446,0.10900,2.24167
1.43150,0.11020,2.24871
1.43118,0.12103,2.24832
1.46033,0.12166,2.24347
1.46125,0.11082,2.24466
1.49388,0.10064,2.24368
1.49354,0.08963,2.24320
1.49447,0.12269,2.24452
1.49358,0.11162,2.24332
1.49600,0.05678,2.24630
1.49439,0.07869,2.24427
1.49582,0.06777,2.24610
1.59761,0.05820,2.24799
1.59777,0.04694,2.24816
1.59719,0.08073,2.24755
1.59742,0.06946,2.24779
1.63255,0.07003,2.24663
1.63233,0.08138,2.24640
1.56335,0.09124,2.24684
1.59378,0.09181,2.24340
1.59097,0.10288,2.23998
1.59065,0.11410,2.23963
1.62825,0.11521,2.24161
1.63079,0.09266,2.24458
1.62986,0.10396,2.24350
1.66776,0.09359,2.24799
1.66746,0.10504,2.24768
1.66648,0.11645,2.24656
1.59241,-0.02058,2.24136
1.59559,0.00187,2.24533
1.59559,-0.00938,2.24530
1.63263,-0.00946,2.24648
1.63198,0.00189,2.24573
1.63260,-0.02082,2.24641
1.56253,0.02418,2.24560
1.59548,0.02437,2.24527
1.59555,0.01312,2.24532
1.59790,0.03567,2.24828
1.62601,0.03581,2.23867
1.39422,-0.18060,2.24034
1.39465,-0.16989,2.24098
1.39505,-0.15917,2.24158
1.39542,-0.14846,2.24213
1.43031,-0.16073,2.24617
1.43246,-0.15008,2.24914
1.46122,-0.16176,2.24371
1.45982,-0.15069,2.24187
1.42946,-0.18236,2.24493
1.43166,-0.17175,2.24798
1.46139,-0.17272,2.24391
1.46095,-0.18361,2.24328
1.39577,-0.13773,2.24265
1.39609,-0.12701,2.24314
1.39580,-0.11624,2.24277
1.42813,-0.11714,2.24334
1.46081,-0.11804,2.24332
1.43281,-0.13925,2.24966
1.46051,-0.12892,2.24288
1.46018,-0.13981,2.24240
1.49465,-0.13001,2.24392
1.49612,-0.14115,2.24581
1.49496,-0.11903,2.24436
1.52476,-0.11974,2.24081
1.55698,-0.10942,2.23821
1.55855,-0.12068,2.24015
1.49856,-0.17451,2.24889
1.49810,-0.18551,2.24825
1.39606,-0.10552,2.24317
1.39746,-0.09487,2.24517
1.39651,-0.08407,2.24387
1.39494,-0.07325,2.24172
1.46295,-0.07453,2.24632
1.46276,-0.08543,2.24603
1.42532,-0.08451,2.23960
1.42551,-0.07373,2.23990
1.39510,-0.06253,2.24198
1.39464,-0.05179,2.24138
1.39474,-0.04108,2.24156
1.42826,-0.04143,2.24377
1.46156,-0.04176,2.24457
1.49501,-0.05308,2.24464
1.49244,-0.06396,2.24125
1.49512,-0.04210,2.24482
1.59516,-0.09938,2.24449
1.59562,-0.07689,2.24512
1.59540,-0.08813,2.24482
1.63243,-0.08895,2.24599
1.62945,-0.07745,2.24244
1.63218,-0.10030,2.24566
1.59594,-0.05439,2.24559
1.59579,-0.06564,2.24537
1.59261,-0.17803,2.24111
1.59097,-0.15533,2.23917
1.59055,-0.16655,2.23861
1.63111,-0.15708,2.24419
1.78495,-0.16305,2.24369
1.78002,-0.15083,2.23830
1.83523,-0.16511,2.24425
1.83023,-0.15274,2.23894
1.83474,-0.17702,2.24369
1.78043,-0.13909,2.23879
1.78181,-0.11564,2.24038
1.78080,-0.12735,2.23923
1.83139,-0.11706,2.24027
1.83104,-0.12895,2.23987
1.83065,-0.14084,2.23942
1.87298,-0.13046,2.24480
1.87258,-0.14250,2.24435
1.87264,-0.11839,2.24449
1.91596,-0.11976,2.24775
1.91560,-0.13193,2.24734
1.91519,-0.14410,2.24689
1.87118,-0.17858,2.24278
1.87215,-0.15453,2.24386
1.87237,-0.16661,2.24406
1.91475,-0.15626,2.24640
1.91497,-0.16848,2.24659
1.91446,-0.18065,2.24603
1.78239,-0.09213,2.24108
1.78212,-0.10389,2.24075
1.78262,-0.08037,2.24138
1.83632,-0.08154,2.24565
1.83607,-0.09346,2.24536
1.83443,-0.10531,2.24356
1.78164,-0.05681,2.24037
1.78282,-0.06861,2.24163
1.78524,-0.03337,2.24439
1.78245,-0.04508,2.24129
1.83830,-0.03384,2.24791
1.83752,-0.04576,2.24704
1.83738,-0.05770,2.24686
1.83721,-0.06963,2.24664
1.87320,-0.05818,2.24524
1.86888,-0.07007,2.24068
1.86999,-0.03405,2.24194
1.86989,-0.04606,2.24180
1.91389,-0.04661,2.24583
1.91399,-0.03446,2.24597
1.91375,-0.05877,2.24565
1.87325,-0.09432,2.24519
1.87296,-0.10635,2.24486
1.87350,-0.08228,2.24548
1.91357,-0.07093,2.24543
1.91474,-0.08315,2.24660
1.95360,-0.10847,2.24427
1.95390,-0.09620,2.24460
1.95627,-0.08401,2.24702
1.95438,-0.07164,2.24515
2.00050,-0.08496,2.24855
1.99859,-0.07246,2.24671
2.00024,-0.09739,2.24825
1.95245,-0.05930,2.24325
1.95260,-0.04703,2.24343
1.95129,-0.03474,2.24215
1.99679,-0.04757,2.24500
1.99405,-0.03511,2.24234
1.99664,-0.05998,2.24482
2.04275,-0.06069,2.24685
